date,day,town,description,traffic,type
2019-03-15,Friday,Portland ,I-295 3,73131,Pass. Veh
2019-03-15,Friday,Portland ,I-295 3,4717,SU Trucks
2019-03-15,Friday,Portland ,I-295 3,2947,Combination
2019-03-15,Friday,Saco ,I-195,10253,Pass. Veh
2019-03-15,Friday,Saco ,I-195,212,SU Trucks
2019-03-15,Friday,Saco ,I-195,80,Combination
2019-03-15,Friday,South Portland,NA,88364,Pass. Veh
2019-03-15,Friday,South Portland,NA,1932,SU Trucks
2019-03-15,Friday,South Portland,NA,2230,Combination
2019-03-15,Friday,Lewiston ,SR 196,NA,Pass. Veh
2019-03-15,Friday,Lewiston ,SR 196,NA,SU Trucks
2019-03-15,Friday,Lewiston ,SR 196,NA,Combination
2019-03-15,Friday,Berwick ,SR4,NA,Pass. Veh
2019-03-15,Friday,Berwick ,SR4,NA,SU Trucks
2019-03-15,Friday,Berwick ,SR4,NA,Combination
2019-03-15,Friday,Abbott ,Routes 6&15&16,2824,Pass. Veh
2019-03-15,Friday,Abbott ,Routes 6&15&16,65,SU Trucks
2019-03-15,Friday,Abbott ,Routes 6&15&16,245,Combination
2019-03-15,Friday,Mattawamkeag ,Route 2,625,Pass. Veh
2019-03-15,Friday,Mattawamkeag ,Route 2,13,SU Trucks
2019-03-15,Friday,Mattawamkeag ,Route 2,102,Combination
2019-03-15,Friday,New Portland ,Route 27,3404,Pass. Veh
2019-03-15,Friday,New Portland ,Route 27,31,SU Trucks
2019-03-15,Friday,New Portland ,Route 27,278,Combination
2019-03-15,Friday,Princeton ,Route 1,1774,Pass. Veh
2019-03-15,Friday,Princeton ,Route 1,42,SU Trucks
2019-03-15,Friday,Princeton ,Route 1,289,Combination
2019-03-15,Friday,T22 MD,NA,1920,Pass. Veh
2019-03-15,Friday,T22 MD,NA,68,SU Trucks
2019-03-15,Friday,T22 MD,NA,321,Combination
2019-03-15,Friday,Vassalboro ,Routes 100 & 201,4389,Pass. Veh
2019-03-15,Friday,Vassalboro ,Routes 100 & 201,82,SU Trucks
2019-03-15,Friday,Vassalboro ,Routes 100 & 201,89,Combination
2019-03-15,Friday,Wilton ,Routes 2 & 17,2552,Pass. Veh
2019-03-15,Friday,Wilton ,Routes 2 & 17,73,SU Trucks
2019-03-15,Friday,Wilton ,Routes 2 & 17,390,Combination
2019-03-15,Friday,Wiscasset ,Route 1,15766,Pass. Veh
2019-03-15,Friday,Wiscasset ,Route 1,313,SU Trucks
2019-03-15,Friday,Wiscasset ,Route 1,369,Combination
2019-03-15,Friday,York ,Route 1,6905,Pass. Veh
2019-03-15,Friday,York ,Route 1,149,SU Trucks
2019-03-15,Friday,York ,Route 1,66,Combination
2019-03-16,Saturday,Auburn ,Veterans Bridge,32547,Pass. Veh
2019-03-16,Saturday,Auburn ,Veterans Bridge,343,SU Trucks
2019-03-16,Saturday,Auburn ,Veterans Bridge,84,Combination
2019-03-16,Saturday,Bangor ,I-95,46176,Pass. Veh
2019-03-16,Saturday,Bangor ,I-95,3595,SU Trucks
2019-03-16,Saturday,Bangor ,I-95,1617,Combination
2019-03-16,Saturday,Brewer ,I-395,26618,Pass. Veh
2019-03-16,Saturday,Brewer ,I-395,854,SU Trucks
2019-03-16,Saturday,Brewer ,I-395,455,Combination
2019-03-16,Saturday,Brunswick ,I-295,38625,Pass. Veh
2019-03-16,Saturday,Brunswick ,I-295,784,SU Trucks
2019-03-16,Saturday,Brunswick ,I-295,1189,Combination
2019-03-16,Saturday,Carmel ,I-95 NB,8164,Pass. Veh
2019-03-16,Saturday,Carmel ,I-95 NB,212,SU Trucks
2019-03-16,Saturday,Carmel ,I-95 NB,510,Combination
2019-03-16,Saturday,Carmel ,I-95 SB,8603,Pass. Veh
2019-03-16,Saturday,Carmel ,I-95 SB,413,SU Trucks
2019-03-16,Saturday,Carmel ,I-95 SB,581,Combination
2019-03-16,Saturday,Freeport ,I-295,44372,Pass. Veh
2019-03-16,Saturday,Freeport ,I-295,713,SU Trucks
2019-03-16,Saturday,Freeport ,I-295,1153,Combination
2019-03-16,Saturday,Howland ,I-95 NB,3620,Pass. Veh
2019-03-16,Saturday,Howland ,I-95 NB,159,SU Trucks
2019-03-16,Saturday,Howland ,I-95 NB,320,Combination
2019-03-16,Saturday,Howland ,I-95 SB,3604,Pass. Veh
2019-03-16,Saturday,Howland ,I-95 SB,119,SU Trucks
2019-03-16,Saturday,Howland ,I-95 SB,356,Combination
2019-03-16,Saturday,Kittery ,I-95,64654,Pass. Veh
2019-03-16,Saturday,Kittery ,I-95,2102,SU Trucks
2019-03-16,Saturday,Kittery ,I-95,2983,Combination
2019-03-16,Saturday,Portland ,1-295 1,40207,Pass. Veh
2019-03-16,Saturday,Portland ,1-295 1,992,SU Trucks
2019-03-16,Saturday,Portland ,1-295 1,977,Combination
2019-03-16,Saturday,Portland ,I-295 2,57619,Pass. Veh
2019-03-16,Saturday,Portland ,I-295 2,1568,SU Trucks
2019-03-16,Saturday,Portland ,I-295 2,1148,Combination
2019-03-16,Saturday,Portland ,I-295 3,58446,Pass. Veh
2019-03-16,Saturday,Portland ,I-295 3,2220,SU Trucks
2019-03-16,Saturday,Portland ,I-295 3,1300,Combination
2019-03-16,Saturday,Saco ,I-195,8806,Pass. Veh
2019-03-16,Saturday,Saco ,I-195,101,SU Trucks
2019-03-16,Saturday,Saco ,I-195,20,Combination
2019-03-16,Saturday,South Portland,NA,68435,Pass. Veh
2019-03-16,Saturday,South Portland,NA,902,SU Trucks
2019-03-16,Saturday,South Portland,NA,947,Combination
2019-03-16,Saturday,Lewiston ,SR 196,NA,Pass. Veh
2019-03-16,Saturday,Lewiston ,SR 196,NA,SU Trucks
2019-03-16,Saturday,Lewiston ,SR 196,NA,Combination
2019-03-16,Saturday,Berwick ,SR4,NA,Pass. Veh
2019-03-16,Saturday,Berwick ,SR4,NA,SU Trucks
2019-03-16,Saturday,Berwick ,SR4,NA,Combination
2019-03-16,Saturday,Abbott ,Routes 6&15&16,2227,Pass. Veh
2019-03-16,Saturday,Abbott ,Routes 6&15&16,26,SU Trucks
2019-03-16,Saturday,Abbott ,Routes 6&15&16,154,Combination
2019-03-16,Saturday,Mattawamkeag ,Route 2,553,Pass. Veh
2019-03-16,Saturday,Mattawamkeag ,Route 2,2,SU Trucks
2019-03-16,Saturday,Mattawamkeag ,Route 2,19,Combination
2019-03-16,Saturday,New Portland ,Route 27,2370,Pass. Veh
2019-03-16,Saturday,New Portland ,Route 27,29,SU Trucks
2019-03-16,Saturday,New Portland ,Route 27,193,Combination
2019-03-16,Saturday,Princeton ,Route 1,1315,Pass. Veh
2019-03-16,Saturday,Princeton ,Route 1,8,SU Trucks
2019-03-16,Saturday,Princeton ,Route 1,65,Combination
2019-03-16,Saturday,T22 MD,NA,1908,Pass. Veh
2019-03-16,Saturday,T22 MD,NA,23,SU Trucks
2019-03-16,Saturday,T22 MD,NA,196,Combination
2019-03-16,Saturday,Vassalboro ,Routes 100 & 201,3172,Pass. Veh
2019-03-16,Saturday,Vassalboro ,Routes 100 & 201,18,SU Trucks
2019-03-16,Saturday,Vassalboro ,Routes 100 & 201,44,Combination
2019-03-16,Saturday,Wilton ,Routes 2 & 17,2027,Pass. Veh
2019-03-16,Saturday,Wilton ,Routes 2 & 17,24,SU Trucks
2019-03-16,Saturday,Wilton ,Routes 2 & 17,73,Combination
2019-03-16,Saturday,Wiscasset ,Route 1,14192,Pass. Veh
2019-03-16,Saturday,Wiscasset ,Route 1,82,SU Trucks
2019-03-16,Saturday,Wiscasset ,Route 1,156,Combination
2019-03-16,Saturday,York ,Route 1,7609,Pass. Veh
2019-03-16,Saturday,York ,Route 1,30,SU Trucks
2019-03-16,Saturday,York ,Route 1,32,Combination
2019-03-17,Sunday,Auburn ,Veterans Bridge,24999,Pass. Veh
2019-03-17,Sunday,Auburn ,Veterans Bridge,217,SU Trucks
2019-03-17,Sunday,Auburn ,Veterans Bridge,60,Combination
2019-03-17,Sunday,Bangor ,I-95,34057,Pass. Veh
2019-03-17,Sunday,Bangor ,I-95,2163,SU Trucks
2019-03-17,Sunday,Bangor ,I-95,1146,Combination
2019-03-17,Sunday,Brewer ,I-395,20967,Pass. Veh
2019-03-17,Sunday,Brewer ,I-395,582,SU Trucks
2019-03-17,Sunday,Brewer ,I-395,364,Combination
2019-03-17,Sunday,Brunswick ,I-295,33452,Pass. Veh
2019-03-17,Sunday,Brunswick ,I-295,589,SU Trucks
2019-03-17,Sunday,Brunswick ,I-295,1105,Combination
2019-03-17,Sunday,Carmel ,I-95 NB,7559,Pass. Veh
2019-03-17,Sunday,Carmel ,I-95 NB,128,SU Trucks
2019-03-17,Sunday,Carmel ,I-95 NB,362,Combination
2019-03-17,Sunday,Carmel ,I-95 SB,7154,Pass. Veh
2019-03-17,Sunday,Carmel ,I-95 SB,427,SU Trucks
2019-03-17,Sunday,Carmel ,I-95 SB,698,Combination
2019-03-17,Sunday,Freeport ,I-295,37838,Pass. Veh
2019-03-17,Sunday,Freeport ,I-295,545,SU Trucks
2019-03-17,Sunday,Freeport ,I-295,1066,Combination
2019-03-17,Sunday,Howland ,I-95 NB,3052,Pass. Veh
2019-03-17,Sunday,Howland ,I-95 NB,107,SU Trucks
2019-03-17,Sunday,Howland ,I-95 NB,219,Combination
2019-03-17,Sunday,Howland ,I-95 SB,3341,Pass. Veh
2019-03-17,Sunday,Howland ,I-95 SB,286,SU Trucks
2019-03-17,Sunday,Howland ,I-95 SB,504,Combination
2019-03-17,Sunday,Kittery ,I-95,63306,Pass. Veh
2019-03-17,Sunday,Kittery ,I-95,1901,SU Trucks
2019-03-17,Sunday,Kittery ,I-95,3004,Combination
2019-03-17,Sunday,Portland ,1-295 1,34061,Pass. Veh
2019-03-17,Sunday,Portland ,1-295 1,813,SU Trucks
2019-03-17,Sunday,Portland ,1-295 1,884,Combination
2019-03-17,Sunday,Portland ,I-295 2,48887,Pass. Veh
2019-03-17,Sunday,Portland ,I-295 2,1200,SU Trucks
2019-03-17,Sunday,Portland ,I-295 2,927,Combination
2019-03-17,Sunday,Portland ,I-295 3,49351,Pass. Veh
2019-03-17,Sunday,Portland ,I-295 3,1630,SU Trucks
2019-03-17,Sunday,Portland ,I-295 3,1038,Combination
2019-03-17,Sunday,Saco ,I-195,7345,Pass. Veh
2019-03-17,Sunday,Saco ,I-195,56,SU Trucks
2019-03-17,Sunday,Saco ,I-195,9,Combination
2019-03-17,Sunday,South Portland,NA,58480,Pass. Veh
2019-03-17,Sunday,South Portland,NA,674,SU Trucks
2019-03-17,Sunday,South Portland,NA,787,Combination
2019-03-17,Sunday,Lewiston ,SR 196,NA,Pass. Veh
2019-03-17,Sunday,Lewiston ,SR 196,NA,SU Trucks
2019-03-17,Sunday,Lewiston ,SR 196,NA,Combination
2019-03-17,Sunday,Berwick ,SR4,NA,Pass. Veh
2019-03-17,Sunday,Berwick ,SR4,NA,SU Trucks
2019-03-17,Sunday,Berwick ,SR4,NA,Combination
2019-03-17,Sunday,Abbott ,Routes 6&15&16,2438,Pass. Veh
2019-03-17,Sunday,Abbott ,Routes 6&15&16,9,SU Trucks
2019-03-17,Sunday,Abbott ,Routes 6&15&16,273,Combination
2019-03-17,Sunday,Mattawamkeag ,Route 2,467,Pass. Veh
2019-03-17,Sunday,Mattawamkeag ,Route 2,3,SU Trucks
2019-03-17,Sunday,Mattawamkeag ,Route 2,26,Combination
2019-03-17,Sunday,New Portland ,Route 27,3212,Pass. Veh
2019-03-17,Sunday,New Portland ,Route 27,20,SU Trucks
2019-03-17,Sunday,New Portland ,Route 27,223,Combination
2019-03-17,Sunday,Princeton ,Route 1,1138,Pass. Veh
2019-03-17,Sunday,Princeton ,Route 1,11,SU Trucks
2019-03-17,Sunday,Princeton ,Route 1,35,Combination
2019-03-17,Sunday,T22 MD,NA,1529,Pass. Veh
2019-03-17,Sunday,T22 MD,NA,11,SU Trucks
2019-03-17,Sunday,T22 MD,NA,222,Combination
2019-03-17,Sunday,Vassalboro ,Routes 100 & 201,2457,Pass. Veh
2019-03-17,Sunday,Vassalboro ,Routes 100 & 201,9,SU Trucks
2019-03-17,Sunday,Vassalboro ,Routes 100 & 201,27,Combination
2019-03-17,Sunday,Wilton ,Routes 2 & 17,1719,Pass. Veh
2019-03-17,Sunday,Wilton ,Routes 2 & 17,11,SU Trucks
2019-03-17,Sunday,Wilton ,Routes 2 & 17,61,Combination
2019-03-17,Sunday,Wiscasset ,Route 1,11109,Pass. Veh
2019-03-17,Sunday,Wiscasset ,Route 1,48,SU Trucks
2019-03-17,Sunday,Wiscasset ,Route 1,89,Combination
2019-03-17,Sunday,York ,Route 1,5952,Pass. Veh
2019-03-17,Sunday,York ,Route 1,9,SU Trucks
2019-03-17,Sunday,York ,Route 1,18,Combination
2019-03-18,Monday,Auburn ,Veterans Bridge,32301,Pass. Veh
2019-03-18,Monday,Auburn ,Veterans Bridge,503,SU Trucks
2019-03-18,Monday,Auburn ,Veterans Bridge,240,Combination
2019-03-18,Monday,Bangor ,I-95,45469,Pass. Veh
2019-03-18,Monday,Bangor ,I-95,3953,SU Trucks
2019-03-18,Monday,Bangor ,I-95,2705,Combination
2019-03-18,Monday,Brewer ,I-395,30137,Pass. Veh
2019-03-18,Monday,Brewer ,I-395,1752,SU Trucks
2019-03-18,Monday,Brewer ,I-395,1180,Combination
2019-03-18,Monday,Brunswick ,I-295,39877,Pass. Veh
2019-03-18,Monday,Brunswick ,I-295,1429,SU Trucks
2019-03-18,Monday,Brunswick ,I-295,2779,Combination
2019-03-18,Monday,Carmel ,I-95 NB,8530,Pass. Veh
2019-03-18,Monday,Carmel ,I-95 NB,358,SU Trucks
2019-03-18,Monday,Carmel ,I-95 NB,1151,Combination
2019-03-18,Monday,Carmel ,I-95 SB,7680,Pass. Veh
2019-03-18,Monday,Carmel ,I-95 SB,621,SU Trucks
2019-03-18,Monday,Carmel ,I-95 SB,1366,Combination
2019-03-18,Monday,Freeport ,I-295,46916,Pass. Veh
2019-03-18,Monday,Freeport ,I-295,1279,SU Trucks
2019-03-18,Monday,Freeport ,I-295,2791,Combination
2019-03-18,Monday,Howland ,I-95 NB,3435,Pass. Veh
2019-03-18,Monday,Howland ,I-95 NB,143,SU Trucks
2019-03-18,Monday,Howland ,I-95 NB,581,Combination
2019-03-18,Monday,Howland ,I-95 SB,3670,Pass. Veh
2019-03-18,Monday,Howland ,I-95 SB,142,SU Trucks
2019-03-18,Monday,Howland ,I-95 SB,688,Combination
2019-03-18,Monday,Kittery ,I-95,52928,Pass. Veh
2019-03-18,Monday,Kittery ,I-95,2599,SU Trucks
2019-03-18,Monday,Kittery ,I-95,6675,Combination
2019-03-18,Monday,Portland ,1-295 1,44541,Pass. Veh
2019-03-18,Monday,Portland ,1-295 1,1698,SU Trucks
2019-03-18,Monday,Portland ,1-295 1,2046,Combination
2019-03-18,Monday,Portland ,I-295 2,65239,Pass. Veh
2019-03-18,Monday,Portland ,I-295 2,2627,SU Trucks
2019-03-18,Monday,Portland ,I-295 2,2529,Combination
2019-03-18,Monday,Portland ,I-295 3,64831,Pass. Veh
2019-03-18,Monday,Portland ,I-295 3,3696,SU Trucks
2019-03-18,Monday,Portland ,I-295 3,2719,Combination
2019-03-18,Monday,Saco ,I-195,9135,Pass. Veh
2019-03-18,Monday,Saco ,I-195,219,SU Trucks
2019-03-18,Monday,Saco ,I-195,65,Combination
2019-03-18,Monday,South Portland,NA,75468,Pass. Veh
2019-03-18,Monday,South Portland,NA,1615,SU Trucks
2019-03-18,Monday,South Portland,NA,2195,Combination
2019-03-18,Monday,Lewiston ,SR 196,NA,Pass. Veh
2019-03-18,Monday,Lewiston ,SR 196,NA,SU Trucks
2019-03-18,Monday,Lewiston ,SR 196,NA,Combination
2019-03-18,Monday,Berwick ,SR4,NA,Pass. Veh
2019-03-18,Monday,Berwick ,SR4,NA,SU Trucks
2019-03-18,Monday,Berwick ,SR4,NA,Combination
2019-03-18,Monday,Abbott ,Routes 6&15&16,2165,Pass. Veh
2019-03-18,Monday,Abbott ,Routes 6&15&16,62,SU Trucks
2019-03-18,Monday,Abbott ,Routes 6&15&16,161,Combination
2019-03-18,Monday,Mattawamkeag ,Route 2,554,Pass. Veh
2019-03-18,Monday,Mattawamkeag ,Route 2,15,SU Trucks
2019-03-18,Monday,Mattawamkeag ,Route 2,217,Combination
2019-03-18,Monday,New Portland ,Route 27,NA,Pass. Veh
2019-03-18,Monday,New Portland ,Route 27,NA,SU Trucks
2019-03-18,Monday,New Portland ,Route 27,NA,Combination
2019-03-18,Monday,Princeton ,Route 1,1779,Pass. Veh
2019-03-18,Monday,Princeton ,Route 1,60,SU Trucks
2019-03-18,Monday,Princeton ,Route 1,353,Combination
2019-03-18,Monday,T22 MD,NA,1512,Pass. Veh
2019-03-18,Monday,T22 MD,NA,79,SU Trucks
2019-03-18,Monday,T22 MD,NA,382,Combination
2019-03-18,Monday,Vassalboro ,Routes 100 & 201,3992,Pass. Veh
2019-03-18,Monday,Vassalboro ,Routes 100 & 201,79,SU Trucks
2019-03-18,Monday,Vassalboro ,Routes 100 & 201,109,Combination
2019-03-18,Monday,Wilton ,Routes 2 & 17,2183,Pass. Veh
2019-03-18,Monday,Wilton ,Routes 2 & 17,88,SU Trucks
2019-03-18,Monday,Wilton ,Routes 2 & 17,485,Combination
2019-03-18,Monday,Wiscasset ,Route 1,14114,Pass. Veh
2019-03-18,Monday,Wiscasset ,Route 1,319,SU Trucks
2019-03-18,Monday,Wiscasset ,Route 1,415,Combination
2019-03-18,Monday,York ,Route 1,5792,Pass. Veh
2019-03-18,Monday,York ,Route 1,133,SU Trucks
2019-03-18,Monday,York ,Route 1,78,Combination
2019-03-19,Tuesday,Auburn ,Veterans Bridge,33340,Pass. Veh
2019-03-19,Tuesday,Auburn ,Veterans Bridge,520,SU Trucks
2019-03-19,Tuesday,Auburn ,Veterans Bridge,249,Combination
2019-03-19,Tuesday,Bangor ,I-95,47399,Pass. Veh
2019-03-19,Tuesday,Bangor ,I-95,4078,SU Trucks
2019-03-19,Tuesday,Bangor ,I-95,2814,Combination
2019-03-19,Tuesday,Brewer ,I-395,31741,Pass. Veh
2019-03-19,Tuesday,Brewer ,I-395,1726,SU Trucks
2019-03-19,Tuesday,Brewer ,I-395,1320,Combination
2019-03-19,Tuesday,Brunswick ,I-295,41016,Pass. Veh
2019-03-19,Tuesday,Brunswick ,I-295,1379,SU Trucks
2019-03-19,Tuesday,Brunswick ,I-295,2890,Combination
2019-03-19,Tuesday,Carmel ,I-95 NB,8650,Pass. Veh
2019-03-19,Tuesday,Carmel ,I-95 NB,322,SU Trucks
2019-03-19,Tuesday,Carmel ,I-95 NB,1266,Combination
2019-03-19,Tuesday,Carmel ,I-95 SB,8110,Pass. Veh
2019-03-19,Tuesday,Carmel ,I-95 SB,622,SU Trucks
2019-03-19,Tuesday,Carmel ,I-95 SB,1460,Combination
2019-03-19,Tuesday,Freeport ,I-295,47387,Pass. Veh
2019-03-19,Tuesday,Freeport ,I-295,1353,SU Trucks
2019-03-19,Tuesday,Freeport ,I-295,2896,Combination
2019-03-19,Tuesday,Howland ,I-95 NB,3682,Pass. Veh
2019-03-19,Tuesday,Howland ,I-95 NB,129,SU Trucks
2019-03-19,Tuesday,Howland ,I-95 NB,590,Combination
2019-03-19,Tuesday,Howland ,I-95 SB,3540,Pass. Veh
2019-03-19,Tuesday,Howland ,I-95 SB,123,SU Trucks
2019-03-19,Tuesday,Howland ,I-95 SB,723,Combination
2019-03-19,Tuesday,Kittery ,I-95,52390,Pass. Veh
2019-03-19,Tuesday,Kittery ,I-95,2594,SU Trucks
2019-03-19,Tuesday,Kittery ,I-95,7147,Combination
2019-03-19,Tuesday,Portland ,1-295 1,46544,Pass. Veh
2019-03-19,Tuesday,Portland ,1-295 1,1799,SU Trucks
2019-03-19,Tuesday,Portland ,1-295 1,2116,Combination
2019-03-19,Tuesday,Portland ,I-295 2,67556,Pass. Veh
2019-03-19,Tuesday,Portland ,I-295 2,2865,SU Trucks
2019-03-19,Tuesday,Portland ,I-295 2,2525,Combination
2019-03-19,Tuesday,Portland ,I-295 3,66640,Pass. Veh
2019-03-19,Tuesday,Portland ,I-295 3,3670,SU Trucks
2019-03-19,Tuesday,Portland ,I-295 3,2796,Combination
2019-03-19,Tuesday,Saco ,I-195,9632,Pass. Veh
2019-03-19,Tuesday,Saco ,I-195,211,SU Trucks
2019-03-19,Tuesday,Saco ,I-195,82,Combination
2019-03-19,Tuesday,South Portland,NA,78220,Pass. Veh
2019-03-19,Tuesday,South Portland,NA,1708,SU Trucks
2019-03-19,Tuesday,South Portland,NA,2323,Combination
2019-03-19,Tuesday,Lewiston ,SR 196,NA,Pass. Veh
2019-03-19,Tuesday,Lewiston ,SR 196,NA,SU Trucks
2019-03-19,Tuesday,Lewiston ,SR 196,NA,Combination
2019-03-19,Tuesday,Berwick ,SR4,NA,Pass. Veh
2019-03-19,Tuesday,Berwick ,SR4,NA,SU Trucks
2019-03-19,Tuesday,Berwick ,SR4,NA,Combination
2019-03-19,Tuesday,Abbott ,Routes 6&15&16,2295,Pass. Veh
2019-03-19,Tuesday,Abbott ,Routes 6&15&16,70,SU Trucks
2019-03-19,Tuesday,Abbott ,Routes 6&15&16,154,Combination
2019-03-19,Tuesday,Mattawamkeag ,Route 2,521,Pass. Veh
2019-03-19,Tuesday,Mattawamkeag ,Route 2,35,SU Trucks
2019-03-19,Tuesday,Mattawamkeag ,Route 2,185,Combination
2019-03-19,Tuesday,New Portland ,Route 27,NA,Pass. Veh
2019-03-19,Tuesday,New Portland ,Route 27,NA,SU Trucks
2019-03-19,Tuesday,New Portland ,Route 27,NA,Combination
2019-03-19,Tuesday,Princeton ,Route 1,1925,Pass. Veh
2019-03-19,Tuesday,Princeton ,Route 1,41,SU Trucks
2019-03-19,Tuesday,Princeton ,Route 1,350,Combination
2019-03-19,Tuesday,T22 MD,NA,1575,Pass. Veh
2019-03-19,Tuesday,T22 MD,NA,51,SU Trucks
2019-03-19,Tuesday,T22 MD,NA,441,Combination
2019-03-19,Tuesday,Vassalboro ,Routes 100 & 201,4219,Pass. Veh
2019-03-19,Tuesday,Vassalboro ,Routes 100 & 201,110,SU Trucks
2019-03-19,Tuesday,Vassalboro ,Routes 100 & 201,113,Combination
2019-03-19,Tuesday,Wilton ,Routes 2 & 17,2298,Pass. Veh
2019-03-19,Tuesday,Wilton ,Routes 2 & 17,112,SU Trucks
2019-03-19,Tuesday,Wilton ,Routes 2 & 17,459,Combination
2019-03-19,Tuesday,Wiscasset ,Route 1,14659,Pass. Veh
2019-03-19,Tuesday,Wiscasset ,Route 1,329,SU Trucks
2019-03-19,Tuesday,Wiscasset ,Route 1,431,Combination
2019-03-19,Tuesday,York ,Route 1,5988,Pass. Veh
2019-03-19,Tuesday,York ,Route 1,141,SU Trucks
2019-03-19,Tuesday,York ,Route 1,87,Combination
2019-03-20,Wednesday,Auburn ,Veterans Bridge,34022,Pass. Veh
2019-03-20,Wednesday,Auburn ,Veterans Bridge,477,SU Trucks
2019-03-20,Wednesday,Auburn ,Veterans Bridge,258,Combination
2019-03-20,Wednesday,Bangor ,I-95,47625,Pass. Veh
2019-03-20,Wednesday,Bangor ,I-95,4284,SU Trucks
2019-03-20,Wednesday,Bangor ,I-95,2756,Combination
2019-03-20,Wednesday,Brewer ,I-395,32332,Pass. Veh
2019-03-20,Wednesday,Brewer ,I-395,1801,SU Trucks
2019-03-20,Wednesday,Brewer ,I-395,1313,Combination
2019-03-20,Wednesday,Brunswick ,I-295,42496,Pass. Veh
2019-03-20,Wednesday,Brunswick ,I-295,1450,SU Trucks
2019-03-20,Wednesday,Brunswick ,I-295,2907,Combination
2019-03-20,Wednesday,Carmel ,I-95 NB,8741,Pass. Veh
2019-03-20,Wednesday,Carmel ,I-95 NB,315,SU Trucks
2019-03-20,Wednesday,Carmel ,I-95 NB,1320,Combination
2019-03-20,Wednesday,Carmel ,I-95 SB,8354,Pass. Veh
2019-03-20,Wednesday,Carmel ,I-95 SB,625,SU Trucks
2019-03-20,Wednesday,Carmel ,I-95 SB,1361,Combination
2019-03-20,Wednesday,Freeport ,I-295,49824,Pass. Veh
2019-03-20,Wednesday,Freeport ,I-295,1392,SU Trucks
2019-03-20,Wednesday,Freeport ,I-295,2888,Combination
2019-03-20,Wednesday,Howland ,I-95 NB,3727,Pass. Veh
2019-03-20,Wednesday,Howland ,I-95 NB,127,SU Trucks
2019-03-20,Wednesday,Howland ,I-95 NB,637,Combination
2019-03-20,Wednesday,Howland ,I-95 SB,3692,Pass. Veh
2019-03-20,Wednesday,Howland ,I-95 SB,129,SU Trucks
2019-03-20,Wednesday,Howland ,I-95 SB,646,Combination
2019-03-20,Wednesday,Kittery ,I-95,53982,Pass. Veh
2019-03-20,Wednesday,Kittery ,I-95,2685,SU Trucks
2019-03-20,Wednesday,Kittery ,I-95,7163,Combination
2019-03-20,Wednesday,Portland ,1-295 1,47893,Pass. Veh
2019-03-20,Wednesday,Portland ,1-295 1,1885,SU Trucks
2019-03-20,Wednesday,Portland ,1-295 1,2142,Combination
2019-03-20,Wednesday,Portland ,I-295 2,68544,Pass. Veh
2019-03-20,Wednesday,Portland ,I-295 2,3040,SU Trucks
2019-03-20,Wednesday,Portland ,I-295 2,2632,Combination
2019-03-20,Wednesday,Portland ,I-295 3,67752,Pass. Veh
2019-03-20,Wednesday,Portland ,I-295 3,3794,SU Trucks
2019-03-20,Wednesday,Portland ,I-295 3,2798,Combination
2019-03-20,Wednesday,Saco ,I-195,9831,Pass. Veh
2019-03-20,Wednesday,Saco ,I-195,220,SU Trucks
2019-03-20,Wednesday,Saco ,I-195,80,Combination
2019-03-20,Wednesday,South Portland,NA,78835,Pass. Veh
2019-03-20,Wednesday,South Portland,NA,1711,SU Trucks
2019-03-20,Wednesday,South Portland,NA,2308,Combination
2019-03-20,Wednesday,Lewiston ,SR 196,NA,Pass. Veh
2019-03-20,Wednesday,Lewiston ,SR 196,NA,SU Trucks
2019-03-20,Wednesday,Lewiston ,SR 196,NA,Combination
2019-03-20,Wednesday,Berwick ,SR4,NA,Pass. Veh
2019-03-20,Wednesday,Berwick ,SR4,NA,SU Trucks
2019-03-20,Wednesday,Berwick ,SR4,NA,Combination
2019-03-20,Wednesday,Abbott ,Routes 6&15&16,2373,Pass. Veh
2019-03-20,Wednesday,Abbott ,Routes 6&15&16,67,SU Trucks
2019-03-20,Wednesday,Abbott ,Routes 6&15&16,170,Combination
2019-03-20,Wednesday,Mattawamkeag ,Route 2,610,Pass. Veh
2019-03-20,Wednesday,Mattawamkeag ,Route 2,27,SU Trucks
2019-03-20,Wednesday,Mattawamkeag ,Route 2,150,Combination
2019-03-20,Wednesday,New Portland ,Route 27,NA,Pass. Veh
2019-03-20,Wednesday,New Portland ,Route 27,NA,SU Trucks
2019-03-20,Wednesday,New Portland ,Route 27,NA,Combination
2019-03-20,Wednesday,Princeton ,Route 1,1896,Pass. Veh
2019-03-20,Wednesday,Princeton ,Route 1,62,SU Trucks
2019-03-20,Wednesday,Princeton ,Route 1,416,Combination
2019-03-20,Wednesday,T22 MD,NA,1605,Pass. Veh
2019-03-20,Wednesday,T22 MD,NA,42,SU Trucks
2019-03-20,Wednesday,T22 MD,NA,383,Combination
2019-03-20,Wednesday,Vassalboro ,Routes 100 & 201,4421,Pass. Veh
2019-03-20,Wednesday,Vassalboro ,Routes 100 & 201,70,SU Trucks
2019-03-20,Wednesday,Vassalboro ,Routes 100 & 201,103,Combination
2019-03-20,Wednesday,Wilton ,Routes 2 & 17,2300,Pass. Veh
2019-03-20,Wednesday,Wilton ,Routes 2 & 17,107,SU Trucks
2019-03-20,Wednesday,Wilton ,Routes 2 & 17,453,Combination
